_input,_num,_widgetName,_source,_resultNumber,_pageUrl,trade1,trade2,molecule,category,patent,dose
,192,drug_info,drug_info,192,http://www.goodrx.com/fluvoxamine,fluvoxamine,,(Luvox),SSRIs,generic,30 tablets of fluvoxamine 100mg
,193,drug_info,drug_info,193,http://www.goodrx.com/escitalopram,escitalopram,,(Lexapro),SSRIs,generic,30 tablets of escitalopram 10mg
,194,drug_info,drug_info,194,http://www.goodrx.com/citalopram,citalopram,,(Celexa),SSRIs,generic,30 tablets of citalopram 20mg
,195,drug_info,drug_info,195,http://www.goodrx.com/pexeva,Pexeva,,,SSRIs,brand,30 tablets of Pexeva 20mg
,196,drug_info,drug_info,196,http://www.goodrx.com/bupropion,bupropion,,(Wellbutrin),Atypical Antidepressants,generic,60 tablets of bupropion 75mg
,197,drug_info,drug_info,197,http://www.goodrx.com/venlafaxine,venlafaxine,,(Effexor),SNRIs,generic,60 tablets of venlafaxine 75mg
,198,drug_info,drug_info,198,http://www.goodrx.com/amerge,Amerge,,(naratriptan),Triptans,generic,1 dose pack
,199,drug_info,drug_info,199,http://www.goodrx.com/treximet,Treximet,,(sumatriptan and naproxen),Triptan / NSAID Combinations,brand,9 tablets of Treximet 85mg/500mg
,200,drug_info,drug_info,200,http://www.goodrx.com/khedezla,Khedezla,,(desvenlafaxine ER),SNRIs,generic,30 tablets of desvenlafaxine ER 50mg
,201,drug_info,drug_info,201,http://www.goodrx.com/axert,Axert,,(almotriptan),Triptans,generic,1 dose pack
,202,drug_info,drug_info,202,http://www.goodrx.com/relpax,Relpax,,(eletriptan),Triptans,brand,3 tablets of Relpax 40mg
,203,drug_info,drug_info,203,http://www.goodrx.com/cambia,Cambia,,,NSAIDs,brand,1 box
,204,drug_info,drug_info,204,http://www.goodrx.com/migranal,Migranal,,(dihydroergotamine mesylate),Ergot Derivatives,,1 nasal spray
,205,drug_info,drug_info,205,http://www.goodrx.com/imitrex,Imitrex,,(sumatriptan),Triptans,generic,1 dose pack
,206,drug_info,drug_info,206,http://www.goodrx.com/depakote,Depakote,,(divalproex),Anti-epileptics,generic,60 tablets of divalproex 500mg
,207,drug_info,drug_info,207,http://www.goodrx.com/topamax,Topamax,,(topiramate),Anti-epileptics,generic,60 tablets of topiramate 25mg
,208,drug_info,drug_info,208,http://www.goodrx.com/zomig,Zomig,,(zolmitriptan),Triptans,generic,1 dose pack
,209,drug_info,drug_info,209,http://www.goodrx.com/maxalt,Maxalt,,(rizatriptan),Triptans,generic,12 tablets of rizatriptan 10mg
,210,drug_info,drug_info,210,http://www.goodrx.com/frova,Frova,,(frovatriptan),Triptans,brand,1 dose pack
,211,drug_info,drug_info,211,http://www.goodrx.com/midrin,,,(isometheptene / dichloralphenazone / acetaminophen),Sympathomimetic / NSAID Combinations,generic,30 capsules of isometheptene / dichloralphenazone / acetaminophen 65mg/100mg/325mg
,212,drug_info,drug_info,212,http://www.goodrx.com/nortriptyline,nortriptyline,,(Pamelor Aventyl),Tricyclic Antidepressants,generic,30 capsules of nortriptyline 10mg
,213,drug_info,drug_info,213,http://www.goodrx.com/botox,Botox,,(onabotulinumtoxina),Acetylcholine Release Inhibitors,,1 vial of Botox 100 units
,214,drug_info,drug_info,214,http://www.goodrx.com/duloxetine,duloxetine,,(Cymbalta),SNRIs,generic,30 capsules of duloxetine 60mg
,215,drug_info,drug_info,215,http://www.goodrx.com/aripiprazole,aripiprazole,,(Abilify),Atypical Antipsychotics,generic,30 tablets of aripiprazole 5mg
,216,drug_info,drug_info,216,http://www.goodrx.com/trazodone,trazodone,,(Desyrel Trialodine),Atypical Antidepressants,generic,30 tablets of trazodone 50mg
,217,drug_info,drug_info,217,http://www.goodrx.com/mirtazapine,mirtazapine,,(Remeron),Atypical Antidepressants,generic,30 tablets of mirtazapine 15mg
,218,drug_info,drug_info,218,http://www.goodrx.com/rexulti,Rexulti,,(brexpiprazole),Atypical Antipsychotics,brand,30 tablets of Rexulti 2mg
,219,drug_info,drug_info,219,http://www.goodrx.com/latuda,Latuda,,(lurasidone),Atypical Antipsychotics,brand,30 tablets of Latuda 40mg
,220,drug_info,drug_info,220,http://www.goodrx.com/haldol,Haldol,,(haloperidol),Typical Antipsychotics,generic,30 tablets of haloperidol 5mg
,221,drug_info,drug_info,221,http://www.goodrx.com/saphris,Saphris,,(asenapine),Atypical Antipsychotics,brand,30 orally disintegrating tabs of Saphris 10mg
,222,drug_info,drug_info,222,http://www.goodrx.com/symbyax,Symbyax,,(olanzapine / fluoxetine),Atypical Antipsychotic / SSRI Combinations,generic,30 capsules of olanzapine / fluoxetine 6mg/25mg
,223,drug_info,drug_info,223,http://www.goodrx.com/equetro,Equetro,,,Anti-epileptics,brand,60 capsules of Equetro 200mg
,224,drug_info,drug_info,224,http://www.goodrx.com/lithotabs,,,(lithium),Mood Stabilizers,generic,90 capsules of lithium 300mg
,225,drug_info,drug_info,225,http://www.goodrx.com/lamictal,Lamictal,,(lamotrigine),Anti-epileptics,generic,30 tablets of lamotrigine 100mg
,226,drug_info,drug_info,226,http://www.goodrx.com/zyprexa,Zyprexa,,(olanzapine),Atypical Antipsychotics,generic,30 tablets of olanzapine 5mg
,227,drug_info,drug_info,227,http://www.goodrx.com/prolixin,,,(fluphenazine),Typical Antipsychotics,,1 vial
,228,drug_info,drug_info,228,http://www.goodrx.com/risperdal,Risperdal,,(risperidone),Atypical Antipsychotics,generic,30 tablets of risperidone 1mg
,229,drug_info,drug_info,229,http://www.goodrx.com/geodon,Geodon,,(ziprasidone),Atypical Antipsychotics,generic,60 capsules of ziprasidone 60mg
,230,drug_info,drug_info,230,http://www.goodrx.com/seroquel,Seroquel,,(quetiapine),Atypical Antipsychotics,generic,30 tablets of quetiapine 25mg
,231,drug_info,drug_info,231,http://www.goodrx.com/axiron,Axiron,,,Androgens,,1 bottle
,232,drug_info,drug_info,232,http://www.goodrx.com/methitest,Methitest,,,Androgens,brand,30 tablets of Methitest 10mg
,233,drug_info,drug_info,233,http://www.goodrx.com/testopel,Testopel,,,Androgens,brand,1 box
,234,drug_info,drug_info,234,http://www.goodrx.com/delatestryl,Delatestryl,,(testosterone enanthate),Androgens,,1 vial
,235,drug_info,drug_info,235,http://www.goodrx.com/androderm,Androderm,,,Androgens,,1 carton
,236,drug_info,drug_info,236,http://www.goodrx.com/testred,Testred,,,Androgens,brand,30 capsules of Testred 10mg
,237,drug_info,drug_info,237,http://www.goodrx.com/natesto,Natesto,,,Androgens,,1 nasal gel pump
,238,drug_info,drug_info,238,http://www.goodrx.com/android,Android,,,Androgens,brand,30 capsules of Android 10mg
,239,drug_info,drug_info,239,http://www.goodrx.com/striant,Striant,,,Androgens,brand,60 orally disintegrating tabs of Striant 30mg
,240,drug_info,drug_info,240,http://www.goodrx.com/testim,Testim,Vogelxo,(testosterone),Androgens,,30 tubes
,241,drug_info,drug_info,241,http://www.goodrx.com/aveed,Aveed,,(testosterone undecanoate),Androgens,brand,1 vial
,242,drug_info,drug_info,242,http://www.goodrx.com/androgel,Androgel,,(testosterone),Androgens,,30 packets
,243,drug_info,drug_info,243,http://www.goodrx.com/vogelxo,Vogelxo,Testim,(testosterone),Androgens,,30 tubes
,244,drug_info,drug_info,244,http://www.goodrx.com/fortesta,Fortesta,,(testosterone),Androgens,,1 gel pump
,245,drug_info,drug_info,245,http://www.goodrx.com/zithromax,Zithromax,,(azithromycin),Macrolide Antibiotics,generic,1 z-pak
,246,drug_info,drug_info,246,http://www.goodrx.com/sulfatrim,Sulfatrim,,(sulfamethoxazole / trimethoprim),Antifolate / Sulfa Antibiotic Combinations,generic,20 tablets of sulfamethoxazole / trimethoprim 800mg/160mg
,247,drug_info,drug_info,247,http://www.goodrx.com/floxin,Floxin,,(ofloxacin),Quinolone Antibiotics,,1 ear dropper
,248,drug_info,drug_info,248,http://www.goodrx.com/ciprodex,Ciprodex,,(ciprofloxacin and dexamethasone),Quinolone Antibiotic / Corticosteroid Combinations,,1 ear dropper
,249,drug_info,drug_info,249,http://www.goodrx.com/omnicef,,,(cefdinir),Cephalosporin Antibiotics,generic,20 capsules of cefdinir 300mg
,250,drug_info,drug_info,250,http://www.goodrx.com/cefzil,,,(cefprozil),Cephalosporin Antibiotics,generic,20 tablets of cefprozil 500mg
,251,drug_info,drug_info,251,http://www.goodrx.com/bactrim,Bactrim,Septra,(sulfamethoxazole / trimethoprim),Antifolate / Sulfa Antibiotic Combinations,generic,20 tablets of sulfamethoxazole / trimethoprim 800mg/160mg
,252,drug_info,drug_info,252,http://www.goodrx.com/keftab,,,(cephalexin),Cephalosporin Antibiotics,generic,40 capsules of cephalexin 500mg
,253,drug_info,drug_info,253,http://www.goodrx.com/banan,,,(cefpodoxime),Cephalosporin Antibiotics,generic,20 tablets of cefpodoxime 200mg
,254,drug_info,drug_info,254,http://www.goodrx.com/biaxin,Biaxin,,(clarithromycin),Macrolide Antibiotics,generic,20 tablets of clarithromycin 500mg
,255,drug_info,drug_info,255,http://www.goodrx.com/cortisporin,Cortisporin,,(neomycin / polymyxin b / hydrocortisone),Aminoglycoside Antibiotic / Polypeptide Antibiotic / Corticosteroid Combinations,generic,1 ear dropper of neomycin / polymyxin b / hydrocortisone 10ml
,256,drug_info,drug_info,256,http://www.goodrx.com/augmentin,Augmentin,,(amoxicillin / potassium clavulanate),Penicillin Antibiotic / Beta Lactamase Inhibitor Combinations,generic,20 tablets of amoxicillin / potassium clavulanate 875mg/125mg
,257,drug_info,drug_info,257,http://www.goodrx.com/cipro,Cipro,,(ciprofloxacin),Quinolone Antibiotics,generic,20 tablets of ciprofloxacin 500mg
,258,drug_info,drug_info,258,http://www.goodrx.com/ceftin,Ceftin,,(cefuroxime axetil),Cephalosporin Antibiotics,generic,20 tablets of cefuroxime axetil 500mg
,259,drug_info,drug_info,259,http://www.goodrx.com/auroguard,Auroguard,,(antipyrine / benzocaine),Local Anesthetics,,1 ear dropper
,260,drug_info,drug_info,260,http://www.goodrx.com/morphine,morphine,,,Opioids,generic,120 tablets of morphine 15mg
,261,drug_info,drug_info,261,http://www.goodrx.com/roxicet,Roxicet,Percocet,(oxycodone / acetaminophen),Opioid / Acetaminophen Combinations,generic,120 tablets of oxycodone / acetaminophen 5mg/325mg
,262,drug_info,drug_info,262,http://www.goodrx.com/oxycontin,Oxycontin,,(oxycodone ER),Opioids,generic,60 tablets of oxycodone ER 20mg
,263,drug_info,drug_info,263,http://www.goodrx.com/lodine,,,(etodolac),NSAIDs,generic,60 capsules of etodolac 300mg
,264,drug_info,drug_info,264,http://www.goodrx.com/ultracet,Ultracet,,(tramadol / acetaminophen),Opioid / Acetaminophen Combinations,generic,120 tablets of tramadol / acetaminophen 37.5mg/325mg
,265,drug_info,drug_info,265,http://www.goodrx.com/aspirin,aspirin,,,NSAIDs,,
,266,drug_info,drug_info,266,http://www.goodrx.com/celebrex,Celebrex,,(celecoxib),NSAIDs,generic,30 capsules of celecoxib 200mg
,267,drug_info,drug_info,267,http://www.goodrx.com/dolophine,Dolophine,Methadose,(methadone),Opioids,generic,120 tablets of methadone 10mg
,268,drug_info,drug_info,268,http://www.goodrx.com/duragesic,Duragesic,,(fentanyl),Opioids,,2 cartons
,269,drug_info,drug_info,269,http://www.goodrx.com/buprenex,Buprenex,,(buprenorphine),Opioid Agonist/Antagonists,,1 vial
,270,drug_info,drug_info,270,http://www.goodrx.com/dilaudid,Dilaudid,,(hydromorphone),Opioids,generic,30 tablets of hydromorphone 2mg
,271,drug_info,drug_info,271,http://www.goodrx.com/naprosyn,Naprosyn,,(naproxen),NSAIDs,generic,60 tablets of naproxen 500mg
,272,drug_info,drug_info,272,http://www.goodrx.com/ultram,Ultram,,(tramadol),Opioids,generic,120 tablets of tramadol 50mg
,273,drug_info,drug_info,273,http://www.goodrx.com/lortab,Lortab,Norco,(hydrocodone / acetaminophen lorcet zolvit),Opioid / Acetaminophen Combinations,generic,60 tablets of hydrocodone / acetaminophen 5mg/325mg
,274,drug_info,drug_info,274,http://www.goodrx.com/lidoderm,Lidoderm,,(lidocaine),Local Anesthetics,,30 patches 5% of lidocaine
,275,drug_info,drug_info,275,http://www.goodrx.com/motrin,,,(ibuprofen),NSAIDs,generic,90 tablets of ibuprofen 800mg
,276,drug_info,drug_info,276,http://www.goodrx.com/roxicodone,Roxicodone,,(oxycodone),Opioids,generic,120 tablets of oxycodone 5mg
,277,drug_info,drug_info,277,http://www.goodrx.com/caduet,Caduet,,(amlodipine / atorvastatin),Calcium Channel Blocker / Statin Combinations,generic,30 tablets of amlodipine / atorvastatin 10mg/20mg
,278,drug_info,drug_info,278,http://www.goodrx.com/lopid,Lopid,,(gemfibrozil),Fibrates,generic,60 tablets of gemfibrozil 600mg
,279,drug_info,drug_info,279,http://www.goodrx.com/mevacor,,,(lovastatin),Statins,generic,30 tablets of lovastatin 40mg
,280,drug_info,drug_info,280,http://www.goodrx.com/altace,Altace,,(ramipril),ACE Inhibitors,generic,30 capsules of ramipril 10mg
,281,drug_info,drug_info,281,http://www.goodrx.com/juvisync,,,(sitagliptin and simvastatin),,brand,30 tablets of Juvisync 100mg/10mg
,282,drug_info,drug_info,282,http://www.goodrx.com/advicor,Advicor,,(niacin / lovastatin),Statin / Nicotinic Acid Combinations,brand,30 tablets of Advicor 500mg/20mg
,283,drug_info,drug_info,283,http://www.goodrx.com/aceon,Aceon,,(perindopril),ACE Inhibitors,generic,30 tablets of perindopril 8mg
,284,drug_info,drug_info,284,http://www.goodrx.com/micardis,Micardis,,(telmisartan),ARBs,generic,30 tablets of telmisartan 80mg
,285,drug_info,drug_info,285,http://www.goodrx.com/niaspan,Niaspan,,(niacin ER),Nicotinic Acids,generic,30 tablets of niacin ER 500mg
,286,drug_info,drug_info,286,http://www.goodrx.com/niacor,Niacor,,(niacin),Nicotinic Acids,brand,180 tablets of Niacor 500mg
,287,drug_info,drug_info,287,http://www.goodrx.com/dilantin,Dilantin,,(phenytoin),Anti-epileptics,generic,90 capsules of phenytoin 100mg
,288,drug_info,drug_info,288,http://www.goodrx.com/tegretol,Tegretol,,(epitol carbamazepine),Anti-epileptics,generic,60 tablets of carbamazepine 200mg
,289,drug_info,drug_info,289,http://www.goodrx.com/zonegran,Zonegran,,(zonisamide),Anti-epileptics,generic,60 capsules of zonisamide 100mg
,290,drug_info,drug_info,290,http://www.goodrx.com/lyrica,Lyrica,,(pregabalin),Anti-epileptics,brand,60 capsules of Lyrica 75mg
,291,drug_info,drug_info,291,http://www.goodrx.com/depakene,Depakene,,(valproic acid),Anti-epileptics,generic,120 capsules of valproic acid 250mg
,292,drug_info,drug_info,292,http://www.goodrx.com/keppra,Keppra,,(levetiracetam),Anti-epileptics,generic,60 tablets of levetiracetam 500mg
,293,drug_info,drug_info,293,http://www.goodrx.com/phenytek,Phenytek,,(phenytoin),Anti-epileptics,generic,30 capsules of phenytoin 300mg
,294,drug_info,drug_info,294,http://www.goodrx.com/luminal,,,(phenobarbital),Barbiturates,generic,60 tablets of phenobarbital 64.8mg
,295,drug_info,drug_info,295,http://www.goodrx.com/trileptal,Trileptal,,(oxcarbazepine),Anti-epileptics,generic,60 tablets of oxcarbazepine 300mg
,296,drug_info,drug_info,296,http://www.goodrx.com/klonopin,Klonopin,,(clonazepam),Benzodiazepines,generic,60 tablets of clonazepam 0.5mg
,297,drug_info,drug_info,297,http://www.goodrx.com/vimpat,Vimpat,,(lacosamide),Anti-epileptics,brand,60 tablets of Vimpat 100mg
,298,drug_info,drug_info,298,http://www.goodrx.com/mysoline,Mysoline,,(primidone),Anti-epileptics,generic,60 tablets of primidone 50mg
,299,drug_info,drug_info,299,http://www.goodrx.com/vetoryl,Vetoryl,,(trilostane),,brand,1 package
,300,drug_info,drug_info,300,http://www.goodrx.com/antirobe,Antirobe,,,,,1 dropper
,301,drug_info,drug_info,301,http://www.goodrx.com/mometamax,Mometamax,,,,,1 ear dropper of Mometamax 15g
,302,drug_info,drug_info,302,http://www.goodrx.com/entederm,Entederm,,,,,1 bottle of Entederm 240ml ointment
,303,drug_info,drug_info,303,http://www.goodrx.com/petromalt,Petromalt,,,,,1 tube of Petromalt 2 ounces ointment
,304,drug_info,drug_info,304,http://www.goodrx.com/thyrokare,Thyrokare,,,,brand,360 tablets of Thyrokare 0.1mg
,305,drug_info,drug_info,305,http://www.goodrx.com/quellin,Quellin,,,,brand,1 chewable tablet of Quellin 100mg
,306,drug_info,drug_info,306,http://www.goodrx.com/cerenia,Cerenia,,(maropitant),,brand,1 package
,307,drug_info,drug_info,307,http://www.goodrx.com/synotic,Synotic,,,,brand,1 ear dropper of Synotic 8ml
,308,drug_info,drug_info,308,http://www.goodrx.com/optimmune,Optimmune,,,,,1 tube
,309,drug_info,drug_info,309,http://www.goodrx.com/malaseb,Malaseb,,,,,1 bottle
,310,drug_info,drug_info,310,http://www.goodrx.com/pancreved,Pancreved,,,,brand,1 bottle
,311,drug_info,drug_info,311,http://www.goodrx.com/denamarin,Denamarin,,,,brand,1 bottle
,312,drug_info,drug_info,312,http://www.goodrx.com/comfortis,Comfortis,,(spinosad),,brand,1 package
,313,drug_info,drug_info,313,http://www.goodrx.com/carprofen,carprofen,,(Novox Rimadyl),,generic,180 tablets of carprofen 100mg
,314,drug_info,drug_info,314,http://www.goodrx.com/tradjenta,Tradjenta,,(linagliptin),Gliptins,brand,30 tablets of Tradjenta 5mg
,315,drug_info,drug_info,315,http://www.goodrx.com/humalog,Humalog,,,Insulins,,1 carton
,316,drug_info,drug_info,316,http://www.goodrx.com/invokana,Invokana,,(canagliflozin),SGLT2 Inhibitors,brand,30 tablets of Invokana 300mg
,317,drug_info,drug_info,317,http://www.goodrx.com/amaryl,Amaryl,,(glimepiride),Sulfonylureas,generic,60 tablets of glimepiride 4mg
,318,drug_info,drug_info,318,http://www.goodrx.com/actos,Actos,,(pioglitazone),Glitazones,generic,30 tablets of pioglitazone 30mg
,319,drug_info,drug_info,319,http://www.goodrx.com/novolog,Novolog,,,Insulins,brand,1 carton
,320,drug_info,drug_info,320,http://www.goodrx.com/kalbitor,Kalbitor,,(ecallantide),Plasma Kallikrein Inhibitors,,1 carton
,321,drug_info,drug_info,321,http://www.goodrx.com/fortamet,Fortamet,,(metformin ER (Fortamet)),Biguanides,generic,60 tablets of metformin ER
,322,drug_info,drug_info,322,http://www.goodrx.com/pioglitazone,pioglitazone,,(Actos),Glitazones,generic,30 tablets of pioglitazone 30mg
,323,drug_info,drug_info,323,http://www.goodrx.com/berinert,Berinert,,,C1 Inhibitors,brand,4 kits of Berinert 500iu
,324,drug_info,drug_info,324,http://www.goodrx.com/mapap,Mapap,Q-Pap,(acetaminophen),Acetaminophens,,
,325,drug_info,drug_info,325,http://www.goodrx.com/colestid,Colestid,,(colestipol),Bile Acid Sequestrants,,60 tablets of colestipol 1g
,326,drug_info,drug_info,326,http://www.goodrx.com/antara,Antara,,(fenofibrate micronized),Fibrates,generic,30 capsules of fenofibrate micronized 130mg
,327,drug_info,drug_info,327,http://www.goodrx.com/trilipix,Trilipix,,(fenofibric acid DR),Fibrates,generic,30 capsules of fenofibric acid DR 135mg
,328,drug_info,drug_info,328,http://www.goodrx.com/welchol,Welchol,,(colesevelam),Bile Acid Sequestrants,brand,180 tablets of Welchol 625mg
,329,drug_info,drug_info,329,http://www.goodrx.com/prevalite,Prevalite,,,Bile Acid Sequestrants,,1 carton
,330,drug_info,drug_info,330,http://www.goodrx.com/lofibra,Lofibra,,(fenofibrate micronized fenofibrate),Fibrates,generic,30 tablets of fenofibrate 160mg
,331,drug_info,drug_info,331,http://www.goodrx.com/questran,,,(cholestyramine),Bile Acid Sequestrants,,1 can
,332,drug_info,drug_info,332,http://www.goodrx.com/zetia,Zetia,,(ezetimibe),Cholesterol Absorption Inhibitors,brand,30 tablets of Zetia 10mg
,333,drug_info,drug_info,333,http://www.goodrx.com/vytorin,Vytorin,,(ezetimibe / simvastatin),Cholesterol Absorption Inhibitor / Statin Combinations,brand,30 tablets of Vytorin 10mg/40mg
,334,drug_info,drug_info,334,http://www.goodrx.com/evotaz,Evotaz,,(atazanavir and cobicistat),HIV Protease Inhibitors,brand,30 tablets of Evotaz 300mg/150mg
,335,drug_info,drug_info,335,http://www.goodrx.com/atripla,Atripla,,(efavirenz / emtricitabine / tenofovir),HIV NRTI / NNRTI Combinations,brand,30 tablets of Atripla 600mg/200mg/300mg
,336,drug_info,drug_info,336,http://www.goodrx.com/cytomel,Cytomel,,(liothyronine),Triiodothyronines,,30 tablets of liothyronine 5mcg
